year,country,city,pm10,no2,so2,co,o3,humidity,wind_kph,income_level,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,healthcare_access_index,gdp_per_capita_usd,food_security_index,health_vulnerability,co2_production,hdi,life_expectancy
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,10.47,0.95,138.3,0,0,0,0,38.4,44,84.7,55.4,14137,96.0,63.63333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,0.49,0.82,162.2,0,0,1,1,16.7,45,56.5,59.0,14137,87.8,52.36666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,5.05,0.15,58.7,0,0,0,0,35.6,64,69.1,58.2,14137,95.1,54.63333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,6.84,-0.27,82.3,0,0,0,0,55.5,65,79.8,57.4,14159,98.5,58.56666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,6.41,0.53,93.9,0,0,0,0,91.0,144,74.0,58.4,14159,91.9,57.53333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,1.68,-0.59,100.5,0,0,0,0,36.4,57,61.5,62.6,14159,87.9,50.23333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,7.73,0.19,140.4,0,0,0,0,34.8,59,62.6,61.6,14159,94.1,62.66666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,3.9,0.45,50.7,0,0,0,0,75.9,105,57.7,58.6,14159,93.8,51.43333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,0.63,-0.07,13.5,0,1,0,1,36.5,45,52.6,62.2,14181,74.0,49.53333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-4.31,0.07,98.6,0,0,0,0,23.8,30,71.3,67.2,14181,93.2,58.23333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-1.63,-0.46,85.5,0,0,0,0,10.2,95,54.9,66.0,14181,97.9,55.7,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-1.79,-0.12,108.1,0,0,0,0,53.3,108,63.7,63.8,14181,92.6,53.5,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-2.36,0.86,51.2,0,0,0,0,96.0,152,77.3,63.8,14202,84.7,51.53333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-2.71,-0.05,41.3,0,0,0,0,50.5,63,61.7,64.0,14202,85.2,51.53333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-0.97,0.03,32.4,0,0,0,0,62.6,92,47.6,62.1,14202,98.3,49.66666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-3.73,0.52,0.0,0,0,0,0,74.4,132,71.8,58.8,14202,96.2,56.96666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-8.07,0.22,22.9,0,0,0,0,48.6,73,72.3,61.2,14224,89.2,57.43333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-5.08,0.31,24.6,0,0,0,0,100.1,140,83.0,60.3,14224,99.5,64.03333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-8.03,1.01,55.9,0,0,0,0,72.6,111,94.2,58.7,14224,94.1,63.36666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-6.56,-0.69,44.7,0,0,0,0,61.9,92,78.1,62.7,14224,91.9,63.03333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-5.79,0.16,15.3,0,0,0,0,53.8,68,61.0,61.6,14224,97.4,55.93333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-4.03,-0.22,0.0,0,1,0,1,59.7,99,69.2,66.7,14246,76.9,55.56666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-4.39,-0.02,83.5,0,0,0,0,0.0,95,38.2,58.6,14246,89.7,44.76666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-3.57,0.03,33.2,0,0,0,0,54.7,79,68.6,64.5,14246,100.0,60.3,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-1.94,-0.34,71.3,0,0,0,0,39.2,26,73.0,65.3,14246,86.4,55.66666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-4.55,0.32,67.8,0,0,0,0,37.3,45,61.8,67.2,14267,88.3,55.76666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-6.12,-0.11,0.0,0,0,0,0,89.0,135,74.6,65.3,14267,90.1,59.66666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-1.79,0.68,28.1,0,0,0,0,69.0,102,71.6,63.3,14267,85.6,55.86666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,-2.4,-0.46,44.2,0,0,0,0,59.0,85,76.8,58.8,14267,93.7,56.23333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,2.26,0.06,31.2,0,0,0,0,45.3,80,52.7,56.0,14289,88.0,50.56666667,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,1.32,0.46,101.5,0,0,0,0,34.1,57,63.2,62.7,14289,85.4,53.1,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,0.07,0.25,102.6,0,0,0,0,73.6,98,69.3,59.7,14289,96.9,57.93333333,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,3.8,0.54,54.2,0,0,0,0,60.9,112,76.0,65.3,14289,83.3,55.4,3.741917524,0.852,77.2845
2019,Argentina,Buenos Aires,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,57.85236523008689,13.681973850840947,Upper-Middle,0.52,-0.64,92.0,0,0,0,0,44.5,61,57.4,61.8,14289,82.9,53.56666667,3.741917524,0.852,77.2845
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,8.05,-0.24,84.7,0,0,0,0,36.7,49,59.0,77.2,46658,96.2,47.9,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,13.06,0.66,87.7,0,0,0,0,53.2,80,63.0,74.3,46658,95.2,50.8,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,13.69,-0.07,110.6,0,0,0,0,0.0,30,39.9,76.8,46658,100.0,47.23333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,11.69,0.37,166.4,0,0,0,0,16.2,13,51.3,79.9,46658,100.0,50.53333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,15.53,-0.74,122.3,0,0,0,0,1.0,2,42.4,77.9,46730,93.0,47.73333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,15.68,0.21,147.0,0,0,0,0,0.9,95,63.4,79.3,46730,100.0,55.33333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,14.48,0.11,147.6,0,0,0,0,17.0,24,31.2,76.0,46730,100.0,38.53333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,15.85,-0.44,69.7,1,0,0,1,70.0,107,76.0,73.4,46730,100.0,56.93333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,14.61,0.54,92.5,0,0,0,0,14.7,13,45.7,79.2,46802,100.0,53.73333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,18.5,0.17,149.7,2,0,0,2,0.0,19,46.0,75.8,46802,87.4,46.93333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,19.08,0.11,122.6,1,0,0,1,106.1,154,83.7,76.0,46802,97.1,64.16666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,19.71,0.94,82.5,0,0,0,0,60.1,105,80.1,74.3,46802,100.0,64.26666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,20.89,0.21,100.7,4,0,0,4,20.2,25,69.8,80.6,46802,95.5,56.86666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,15.0,0.34,108.8,0,0,0,0,35.6,53,57.8,76.6,46874,97.4,53.6,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,18.56,0.7,132.8,0,0,0,0,16.6,12,58.9,75.2,46874,96.1,54.86666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,17.3,-1.33,124.1,0,0,0,0,26.9,31,78.4,73.9,46874,100.0,55.43333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,16.59,0.45,84.3,0,0,0,0,107.8,178,59.5,77.5,46874,98.0,56.26666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,15.51,-0.83,57.1,0,0,0,0,71.5,89,52.5,76.9,46946,96.2,47.36666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,18.67,-0.01,88.6,0,0,0,0,65.5,112,67.9,76.0,46946,100.0,57.06666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,16.24,-0.08,112.9,1,0,0,1,42.8,80,68.8,75.2,46946,95.4,54.03333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,15.74,0.06,79.1,0,0,0,0,68.3,86,63.1,77.9,46946,93.6,53.23333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,11.14,0.19,50.4,0,0,0,0,36.1,38,55.9,76.8,47018,90.5,53.86666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,10.3,0.21,28.9,0,0,0,0,54.6,88,71.2,77.1,47018,94.9,58.16666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,10.97,-0.11,51.7,0,0,0,0,68.7,115,78.4,74.0,47018,93.8,56.63333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,13.74,0.29,38.6,0,0,0,0,84.9,136,77.2,81.8,47018,100.0,60.83333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,7.7,-0.12,86.0,0,0,0,0,19.3,25,71.6,75.9,47018,97.1,53.83333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,9.78,-0.5,114.4,0,0,0,0,43.6,81,57.4,75.8,47090,98.9,46.9,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,7.63,-0.76,26.2,0,0,0,0,41.1,60,65.0,76.0,47090,92.0,52.23333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,5.42,-0.08,95.9,0,0,0,0,77.7,118,67.0,78.8,47090,87.7,56.76666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,8.52,0.72,64.1,0,0,0,0,103.1,148,64.8,66.2,47090,92.1,57.0,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,9.62,-0.56,30.1,0,0,0,0,69.3,100,69.0,73.7,47161,98.3,56.43333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,3.66,0.1,32.8,0,0,0,0,64.3,101,55.0,71.3,47161,95.4,53.26666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,3.61,0.36,26.9,0,0,0,0,5.2,20,51.3,75.5,47161,87.8,53.66666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,3.55,-0.43,1.8,0,0,0,0,67.1,91,52.8,78.3,47161,100.0,50.1,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,3.58,-0.32,61.1,0,0,0,0,35.3,51,67.6,78.0,47233,100.0,54.16666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,0.7,0.27,73.3,0,0,0,0,26.8,40,60.1,80.2,47233,100.0,51.93333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,2.84,-0.39,59.3,0,0,0,0,20.2,17,50.7,72.0,47233,98.0,49.3,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,6.44,0.0,24.7,0,0,0,0,36.7,51,48.2,77.9,47233,98.3,50.4,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,3.37,0.03,9.0,0,0,0,0,35.1,43,75.7,76.6,47233,100.0,60.2,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,3.43,-1.3,66.5,0,0,0,0,41.3,52,66.1,69.6,47305,100.0,54.13333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,2.68,0.54,33.8,0,0,0,0,48.2,51,56.3,80.7,47305,89.4,52.4,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,0.06,0.09,17.7,0,0,0,0,51.8,81,69.2,77.7,47305,89.0,56.26666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,1.68,-0.18,41.7,0,0,0,0,88.0,134,75.3,75.4,47305,94.0,56.36666667,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,3.04,0.09,46.1,0,0,0,0,26.0,38,64.6,79.4,47377,97.5,59.2,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,3.72,-1.1,69.1,0,0,0,0,70.3,101,59.5,77.3,47377,100.0,58.43333333,16.44699216,0.941,83.11
2019,Australia,Melbourne,119.02237038553152,30.944158199423963,7.961766394987709,0.6264042285051503,25.80203728627457,67.04359420980904,12.828583531029972,High,4.58,0.93,68.3,0,0,0,0,67.9,106,75.7,77.1,47377,94.5,60.46666667,16.44699216,0.941,83.11
