year,country,city,pm25,pm10,no2,so2,co,o3,temperature_c,humidity,wind_kph,aqi,record_id,country_code,region,income_level,date,month,week,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index,vector_disease_risk_score_log,month_sin,month_cos,heat_stress,pollution_burden,any_extreme_event,health_vulnerability,co2_production,gni_per_capita,hdi,life_expectancy
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13206,ARG,South America,Upper-Middle,23-06-2019,6,25,-38.41,-63.61,45,7.73,0.19,140.4,0,0,0,0,34.8,59,62.6,41.1,3.4,22.5,1.3,61.6,14159,84.3,94.1,1.481604541,1.22e-16,-1.0,0.0,1566.0,0,62.66666667,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13207,ARG,South America,Upper-Middle,30-06-2019,6,26,-38.41,-63.61,45,3.9,0.45,50.7,0,0,0,0,75.9,105,57.7,28.8,4.9,22.5,0.0,58.6,14159,67.8,93.8,1.774952351,1.22e-16,-1.0,0.0,3415.5,0,51.43333333,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13208,ARG,South America,Upper-Middle,07-07-2019,7,27,-38.41,-63.61,45,0.63,-0.07,13.5,0,1,0,1,36.5,45,52.6,26.6,1.5,19.5,0.0,62.2,14181,69.4,74.0,0.916290732,-0.5,-0.866025404,0.0,1642.5,1,49.53333333,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13209,ARG,South America,Upper-Middle,14-07-2019,7,28,-38.41,-63.61,45,-4.31,0.07,98.6,0,0,0,0,23.8,30,71.3,34.7,12.5,21.6,0.0,67.2,14181,68.7,93.2,2.602689685,-0.5,-0.866025404,0.0,1071.0,0,58.23333333,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13210,ARG,South America,Upper-Middle,21-07-2019,7,29,-38.41,-63.61,45,-1.63,-0.46,85.5,0,0,0,0,10.2,95,54.9,34.5,10.3,31.3,0.0,66.0,14181,77.7,97.9,2.424802726,-0.5,-0.866025404,0.0,459.0,0,55.7,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13211,ARG,South America,Upper-Middle,28-07-2019,7,30,-38.41,-63.61,45,-1.79,-0.12,108.1,0,0,0,0,53.3,108,63.7,25.9,5.6,19.5,0.0,63.8,14181,70.9,92.6,1.887069649,-0.5,-0.866025404,0.0,2398.5,0,53.5,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13212,ARG,South America,Upper-Middle,04-08-2019,8,31,-38.41,-63.61,45,-2.36,0.86,51.2,0,0,0,0,96.0,152,77.3,18.5,8.6,18.7,0.0,63.8,14202,58.8,84.7,2.261763098,-0.866025404,-0.5,0.0,4320.0,0,51.53333333,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13213,ARG,South America,Upper-Middle,11-08-2019,8,32,-38.41,-63.61,45,-2.71,-0.05,41.3,0,0,0,0,50.5,63,61.7,23.5,4.5,24.5,0.0,64.0,14202,69.4,85.2,1.704748092,-0.866025404,-0.5,0.0,2272.5,0,51.53333333,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13214,ARG,South America,Upper-Middle,18-08-2019,8,33,-38.41,-63.61,45,-0.97,0.03,32.4,0,0,0,0,62.6,92,47.6,27.0,0.8,29.2,0.0,62.1,14202,74.4,98.3,0.587786665,-0.866025404,-0.5,0.0,2817.0,0,49.66666667,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13215,ARG,South America,Upper-Middle,25-08-2019,8,34,-38.41,-63.61,45,-3.73,0.52,0.0,0,0,0,0,74.4,132,71.8,31.9,6.0,27.6,0.0,58.8,14202,67.2,96.2,1.945910149,-0.866025404,-0.5,0.0,3348.0,0,56.96666667,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13216,ARG,South America,Upper-Middle,01-09-2019,9,35,-38.41,-63.61,45,-8.07,0.22,22.9,0,0,0,0,48.6,73,72.3,29.9,3.8,19.0,0.0,61.2,14224,70.1,89.2,1.568615918,-1.0,-1.84e-16,0.0,2187.0,0,57.43333333,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13217,ARG,South America,Upper-Middle,08-09-2019,9,36,-38.41,-63.61,45,-5.08,0.31,24.6,0,0,0,0,100.1,140,83.0,37.1,2.8,33.1,0.0,60.3,14224,72.0,99.5,1.335001067,-1.0,-1.84e-16,0.0,4504.5,0,64.03333333,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13218,ARG,South America,Upper-Middle,15-09-2019,9,37,-38.41,-63.61,45,-8.03,1.01,55.9,0,0,0,0,72.6,111,94.2,28.6,2.9,25.6,0.0,58.7,14224,67.3,94.1,1.360976553,-1.0,-1.84e-16,0.0,3267.0,0,63.36666667,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13219,ARG,South America,Upper-Middle,22-09-2019,9,38,-38.41,-63.61,45,-6.56,-0.69,44.7,0,0,0,0,61.9,92,78.1,32.9,1.6,26.2,0.0,62.7,14224,78.1,91.9,0.955511445,-1.0,-1.84e-16,0.0,2785.5,0,63.03333333,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13220,ARG,South America,Upper-Middle,29-09-2019,9,39,-38.41,-63.61,45,-5.79,0.16,15.3,0,0,0,0,53.8,68,61.0,33.1,7.3,28.4,0.0,61.6,14224,73.7,97.4,2.116255515,-1.0,-1.84e-16,0.0,2421.0,0,55.93333333,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13221,ARG,South America,Upper-Middle,06-10-2019,10,40,-38.41,-63.61,45,-4.03,-0.22,0.0,0,1,0,1,59.7,99,69.2,29.6,5.4,28.1,0.0,66.7,14246,67.9,76.9,1.85629799,-0.866025404,0.5,0.0,2686.5,1,55.56666667,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13222,ARG,South America,Upper-Middle,13-10-2019,10,41,-38.41,-63.61,45,-4.39,-0.02,83.5,0,0,0,0,0.0,95,38.2,20.4,5.8,35.6,0.0,58.6,14246,75.7,89.7,1.916922612,-0.866025404,0.5,0.0,0.0,0,44.76666667,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13223,ARG,South America,Upper-Middle,20-10-2019,10,42,-38.41,-63.61,45,-3.57,0.03,33.2,0,0,0,0,54.7,79,68.6,36.1,7.9,27.0,0.0,64.5,14246,76.2,100.0,2.186051277,-0.866025404,0.5,0.0,2461.5,0,60.3,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13224,ARG,South America,Upper-Middle,27-10-2019,10,43,-38.41,-63.61,45,-1.94,-0.34,71.3,0,0,0,0,39.2,26,73.0,26.9,9.1,25.3,0.0,65.3,14246,67.1,86.4,2.312535424,-0.866025404,0.5,0.0,1764.0,0,55.66666667,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13225,ARG,South America,Upper-Middle,03-11-2019,11,44,-38.41,-63.61,45,-4.55,0.32,67.8,0,0,0,0,37.3,45,61.8,29.3,0.3,16.4,0.0,67.2,14267,76.2,88.3,0.262364264,-0.5,0.866025404,0.0,1678.5,0,55.76666667,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13226,ARG,South America,Upper-Middle,10-11-2019,11,45,-38.41,-63.61,45,-6.12,-0.11,0.0,0,0,0,0,89.0,135,74.6,31.0,7.2,17.3,0.0,65.3,14267,73.4,90.1,2.104134154,-0.5,0.866025404,0.0,4005.0,0,59.66666667,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13227,ARG,South America,Upper-Middle,17-11-2019,11,46,-38.41,-63.61,45,-1.79,0.68,28.1,0,0,0,0,69.0,102,71.6,31.7,0.0,25.6,0.0,63.3,14267,64.3,85.6,0.0,-0.5,0.866025404,0.0,3105.0,0,55.86666667,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13228,ARG,South America,Upper-Middle,24-11-2019,11,47,-38.41,-63.61,45,-2.4,-0.46,44.2,0,0,0,0,59.0,85,76.8,24.4,8.8,20.7,0.0,58.8,14267,67.5,93.7,2.282382386,-0.5,0.866025404,0.0,2655.0,0,56.23333333,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13229,ARG,South America,Upper-Middle,01-12-2019,12,48,-38.41,-63.61,45,2.26,0.06,31.2,0,0,0,0,45.3,80,52.7,31.0,7.4,17.9,0.0,56.0,14289,68.0,88.0,2.128231706,-2.45e-16,1.0,0.0,2038.5,0,50.56666667,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13230,ARG,South America,Upper-Middle,08-12-2019,12,49,-38.41,-63.61,45,1.32,0.46,101.5,0,0,0,0,34.1,57,63.2,33.0,0.0,23.4,0.0,62.7,14289,63.1,85.4,0.0,-2.45e-16,1.0,0.0,1534.5,0,53.1,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13231,ARG,South America,Upper-Middle,15-12-2019,12,50,-38.41,-63.61,45,0.07,0.25,102.6,0,0,0,0,73.6,98,69.3,34.6,10.1,29.3,0.0,59.7,14289,69.9,96.9,2.406945108,-2.45e-16,1.0,0.0,3312.0,0,57.93333333,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13232,ARG,South America,Upper-Middle,22-12-2019,12,51,-38.41,-63.61,45,3.8,0.54,54.2,0,0,0,0,60.9,112,76.0,32.2,3.4,18.4,10.7,65.3,14289,58.0,83.3,1.481604541,-2.45e-16,1.0,0.0,2740.5,0,55.4,3.741917524,21197.74104,0.852,77.2845
2019,Argentina,Buenos Aires,112.02657685614224,157.44532443451956,28.906707326031423,10.333038231064542,0.6359671926567791,28.801846156832053,15.214130204532228,57.85236523008689,13.681973850840947,107.95535365976018,13233,ARG,South America,Upper-Middle,29-12-2019,12,52,-38.41,-63.61,45,0.52,-0.64,92.0,0,0,0,0,44.5,61,57.4,28.0,9.0,21.0,0.0,61.8,14289,75.3,82.9,2.302585093,-2.45e-16,1.0,0.0,2002.5,0,53.56666667,3.741917524,21197.74104,0.852,77.2845
